KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
yunnan_clique_desc;Few do remember us for our dynasty. Better to restyle ourselves with our new name, based on our location.;Peu se souvient de nous pour notre dynastie. Il vaut mieux nous restructurer avec notre nouveau nom, en fonction de notre emplacement.;Nur wenige erinnern sich an unsere Dynastie. Es wäre besser, uns mit unserem neuen auf unserem Standord basierten Namen neu zu nennen.;Niewielu pamiêtasz nas za nasza dynastie. Lepiej naprawiaæ nasze nowe imiê, opieraj¹c siê na naszej lokalizacji.;Pocos nos recuerdan por nuestra dinastía. Es mejor cambiar de estilo con nuestro nuevo nombre, basado en nuestra ubicación.;Pochi si ricordano del nostro casato. Meglio costruirci un nome basato sul nostro territorio.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Málokdo si nás pamatuje za naši dynastii. Lepší se zopakovat s novım jménem, zaloenım na naší poloze.;Kevesen emlékeznek ránk a dinasztia miatt. Jobb újrakezdeni magunkat az új névvel, a helyünkön alapulva.;Weinigen onthouden ons voor onze dynastie. Beter om ons te herstellen met onze nieuwe naam, gebaseerd op onze locatie.;Poucos se lembram de nós para nossa dinastia. É melhor reformular-nos com o nosso novo nome, com base na nossa localização.;Ìàëî êòî ïîìíèò íàñ çà íàøó äèíàñòèş. Ëó÷øå ïåğåîñìûñëèòü ñåáÿ íîâûì èìåíåì, îñíîâàííûì íà íàøåì ìåñòîïîëîæåíèè.;Muutama muistuttaa meitä meidän dynastiaamme. Parempi uudelleenkirjoittaaksemme uuden nimemme sijainnin perusteella.;x
become_longobardia_title;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Regnum Langobardorum;Ğåíşì Ëüàíãîáàğäîğóì;Regnum Langobardorum;x
become_longobardia_desc;After long time, we are the main of the duchies of the Lombards. It is imperative that we get the Iron Crown and lead our Nation into this modern age.;Après longtemps, nous sommes le principal des duchés des Lombards. Il est impératif que nous obtenions la Couronne de Fer et conduisions notre Nation dans cette ère moderne.;Nach langer Zeit sind wir die wichtigsten der Herzogtümer der Langobarden. Es ist unerlässlich, dass wir die Eiserne Krone bekommen und unsere Nation durch diese moderne Zeit führen.;Po d³ugim czasie jesteœmy g³ówna ksiêstwami Longobardów. Konieczne jest, abyœmy zdobyli ¯elazna Koronê i poprowadzili nasz Naród do tego nowoczesnego wieku.;Después de mucho tiempo, somos el principal de los ducados de los lombardos. Es imperativo que obtengamos la Corona de Hierro y lideremos a nuestra Nación en esta edad moderna.;Dopo tanto tempo, siamo il principale dei ducati dei Longobardi. È imperativo che noi otteniamo la Corona di Ferro e che regnamo la nostra Nazione in quest’era moderna.;Hosszú idõ után mi vagyunk a Lombards duchijai fõbbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Po dlouhém case jsme hlavními duchy Lombardù. Je nezbytnì nutné, abychom dostali eleznou korunu a vedli náš národ do tohoto moderního vìku.;Hosszú idõ után mi vagyunk a Lombards duchijai fõbbek vagyunk. Rendkívül fontos, hogy megkapjuk a vas koronát, és vezessük országunkat a mai korban.;Na lange tijd zijn we de belangrijkste van de hertogdommen van de Longobarden. Het is absoluut noodzakelijk dat we de IJzerkroon krijgen en onze natie naar deze moderne tijd leiden.;Depois de muito tempo, somos o principal dos ducados dos lombardos. É imperativo que obtenhamos a Coroa de Ferro e lideremos nossa Nação para essa era moderna.;Ïîñëå äîëãîãî âğåìåíè ìû ÿâëÿåìñÿ ãëàâíûìè ãåğöîãñòâàìè ëàíãîáàğäîâ. Êğàéíå âàæíî, ÷òîáû ìû ïîëó÷èëè Æåëåçíóş Êîğîíó è ïğèâåëè íàøó Íàöèş â ıòîò ñîâğåìåííûé âåê.;Pitkän ajan kuluttua me olemme päämiehet Lombardsin duchit. On ehdottoman tärkeää, että saamme rautaisen kruunun ja johdattamaan kansamme tämän modernin aikakauden.;x
form_japan_title;Unite the Daimyos;Unissez les Daimyos;Begleitung der Daimyos;Do³¹cz do Daimyo;Únete a los Daimyos;Unificazione dei Daimyo;Csatlakozz a Daimyoshoz;Spojte Daimyos;Csatlakozz a Daimyoshoz;Word lid van de Daimyos;Junte-se aos Daimyos;Îáúåäèíèòå Äàéìåñ;Liity Daimyosiin;x
form_japan_desc;For centuries blocked by the feudal institutions, now Japan has achieved a national unity to fight against the barbarians from outside.;Pendant des siècles bloqués par les institutions féodales, le Japon a maintenant réalisé une unité nationale pour lutter contre les barbares de l'extérieur.;Seit Jahrhunderten von feudalen Institutionen blockiert, hat Japan jetzt die nationale Einheit erreicht, um gegen Barbaren von außen zu kämpfen.;Przez stulecia blokowane przez instytucje feudalne Japonia osi¹gnê³a jednoœæ narodowa, by walczyæ z barbarzyñcami z zewn¹trz.;Durante siglos bloqueado por las instituciones feudales, Japón ahora ha logrado la unidad nacional para luchar contra los bárbaros desde el exterior.;Per secoli bloccati dalle istituzioni feudali, il Giappone ha ora raggiunto l'unità nazionale per combattere i barbari dall'esterno.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrõl érkezõ barbárokkal szemben.;Po staletí zablokované feudálními institucemi nyní Japonsko dosáhlo národní jednoty v boji proti barbarùm zvencí.;A feudális intézmények által blokkolt évszázadok óta Japán ma már nemzeti egységgel küzdött a kívülrõl érkezõ barbárokkal szemben.;Eeuwenlang geblokkeerd door feodale instellingen, heeft Japan nu de nationale eenheid bereikt om te vechten tegen barbaren van buitenaf.;Durante séculos bloqueados pelas instituições feudais, o Japão já conseguiu a unidade nacional para lutar contra os bárbaros de fora.;Íà ïğîòÿæåíèè ñòîëåòèé, áëîêèğîâàííûõ ôåîäàëüíûìè èíñòèòóòàìè, â íàñòîÿùåå âğåìÿ ÿïîíèÿ äîñòèãëà íàöèîíàëüíîãî åäèíñòâà äëÿ áîğüáû ñ âàğâàğàìè èçâíå.;Joiden vuosisatojen ajan feodaaliset instituutiot ovat estäneet Japanin saavuttaneen kansallisen yhtenäisyyden taistella ulkomaalaisia barbaareja vastaan.;x
form_the_undeads_title;Those from the City of Dis;Ceux de la ville de Dité;Diejenigen der Stadt Dis;Ci z miasta Dis;Los de la ciudad de Dis;Quelli della città di Dite;Azok a város, Dis;Ti z mìsta Dis;Azok a város, Dis;Die van de stad Dis;Os da cidade de Dis;Òå èç ãîğîäà Äèñü;Ne kaupungin Dis;x
form_the_undeads_desc;For times we wandered on this Earth as rotting corpses, it is now time that we start to dominate with the power of our Hellish lord.;Pour les temps où nous avons erré sur cette Terre en tant que cadavres en décomposition, il est maintenant temps que nous commencions à dominer avec la puissance de notre seigneur infernal.;Für die Zeiten, in denen wir auf dieser Erde als verrottende Leichen gewandert sind, ist es jetzt an der Zeit, dass wir beginnen, mit der Macht unseres höllischen Herrn zu dominieren.;Po raz Przeszliœmy te Ziemie jak gnij¹ce trupy, teraz jest czas, abyœmy zaczêli dominowaæ moc¹ piekielna naszego Pana.;Para los tiempos que hemos deambulado en esta Tierra como cadáveres podridos, es hora de que comencemos a dominar con el poder de nuestro señor infernal.;Per secoli abbiamo vagato su questa Terra come cadaveri in decomposizione, è giunto il momento per noi di iniziare a dominare con il potere del nostro signore infernale.;Abban az idõben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Pro casy, kdy jsme touili po této Zemi jako hnilobící mrtvoly, je nyní cas, abychom zacali ovládat sílu našeho pekelného pána.;Abban az idõben, amikor a Földön rothadó holttestként vándorolunk, most van itt az ideje, hogy a pokolbeli uram erejével uralkodjunk.;Voor de tijd dat we als rottende lijken op deze aarde hebben rondgedwaald, is het nu tijd voor ons om te beginnen te domineren met de kracht van onze helse heer.;Nos tempos em que viramos nesta Terra como cadáveres apodrecendo, é hora de começarmos a dominar com o poder do nosso infernal Senhor.;Âğåìåíàìè ìû áëóæäàëè ïî ıòîé Çåìëå êàê ãíèşùèå òğóïû, òåïåğü íàñòóïèëî âğåìÿ, êîãäà ìû íà÷íåì äîìèíèğîâàòü ñèëîé íàøåãî àäñêîãî ëîğäà.;Sillä kun me vaelsi maan päällä kuin mätää ruumiiden, nyt on aika, että alkoi hallita voimalla meidän helvetillisen Herramme.;x
go_away_undeads_title;Funny statistics;Statistiques amusantes;Spaß und Statistiken;Zabawne statystyki;Estadísticas divertidas;Curioso censimento;Fun statisztikák;Zábavné statistiky;Fun statisztikák;Leuke statistieken;Estatísticas divertidas;Ñìåøíàÿ ñòàòèñòèêà;Hauskoja tilastoja;x
go_away_undeads_desc;Your statistics say that you have animals, undeads, and aliens living in your state. Weird...;Vos statistiques indiquent que vous avez des animaux, des morts-vivants et des aliens vivant dans votre état. Bizarre...;Deine Statistiken zeigen an, dass du Tiere, Untote und Fremde in deinem Staat hast. Seltsam...;Twoje statystyki wskazuj¹, ze masz zwierzêta, nieumar³ych i nieznajomych, którzy ¿yj¹ w twoim stanie. Dziwne...;Sus estadísticas indican que tiene animales, muertos vivientes y extraños que viven en su estado. Extraño...;Nel tuo censimento figurano fra gli abitanti animali, non-morti ed alieni. Curioso?;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa...;Vaše statistiky uvádìjí, e máte zvíøata, undeads a cizince ijící ve vašem státì. Podivnı...;Statisztikái azt mutatják, hogy állatok, élohalottok és idegenek élnek az Ön államában. Furcsa...;Je statistieken geven aan dat je dieren, ondoden en vreemden in je staat hebt. Raar...;Suas estatísticas indicam que você tem animais, mortos-vivos e estranhos que vivem em seu estado. Estranho...;Âàøà ñòàòèñòèêà ãîâîğèò, ÷òî ó âàñ åñòü æèâîòíûå, íåæèòè è èíîïëàíåòÿíå, æèâóùèå â âàøåì ãîñóäàğñòâå. Weird...;Tilastot osoittavat, että sinulla on eläimiä, undead ja vieraita, jotka asuvat omassa tilassa. Outo...;x
we_are_the_undeads_title;Are you sure you're a human?;Êtes-vous sûr que vous êtes un humain?;Bist du sicher, dass du ein Mensch bist?;Jesteœ pewien, ze jesteœ cz³owiekiem?;¿Estás seguro de que eres un humano?;Sei sicuro di essere un umano?;Biztos vagy benne, hogy ember vagy?;Jste si jistı, e jste clovìk?;Biztos vagy benne, hogy ember vagy?;Weet je zeker dat je een mens bent?;Tem certeza de que é um ser humano?;Âû óâåğåíû, ÷òî âû ÷åëîâåê?;Oletko varma, että olet ihminen?;x
we_are_the_undeads_desc;No human could ever survive inside our lands, let's not even ask why.;Aucun humain ne pourrait jamais survivre dans nos terres, ne demandez même pas pourquoi.;Kein Mensch könnte jemals auf unserem Land überleben, fragen Sie nicht einmal warum.;¯aden cz³owiek nie móg³by prze¿yæ na naszej ziemi, nawet nie pytaj dlaczego.;Ningún ser humano podría sobrevivir en nuestra tierra, ni siquiera preguntar por qué.;Nessun essere umano potrebbe mai sopravvivere in $COUNTRY$, non chiedere nemmeno perché.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;ádnı clovìk by v našich zemích nikdy nemohl pøeít, ani se neptat proc.;Egyetlen ember sem élhet túl a földünkön, nem is kérdezheti meg miért.;Geen mens zou ooit op ons land kunnen overleven, vraag niet eens waarom.;Nenhum humano jamais poderia sobreviver em nossa terra, nem se pergunte por quê.;Íè îäèí ÷åëîâåê íå ñìîã áû âûæèòü â íàøèõ çåìëÿõ, äàâàéòå äàæå íå ñïğîñèì, ïî÷åìó.;Mikään ihminen ei voi selviytyä maassamme, älä edes kysy miksi.;x
theocracy;Theocracy;Théocratie;Theokratie;Teokracja;Teocracia;Teocrazia;Teokrácia;Teokracie;Teokrácia;Theocratie;Teocracia;òåîêğàòèÿ;Teokratia;x
theocracy_ruler;My Holiness;Ma Sainteté;Meine Heiligkeit;Moja Œwi¹tobliwoœæ;Mi Santidad;Mia Santità;Az én Szentségem;Mé Svatosti;Az én Szentségem;Mijn Heiligheid;Minha Santidade;Ìîå Ñâÿòåéøåñòâî;Oma Pyhyyteni;x
form_ireland_title;The Irish Clans;Les Clains Irlandais;Die Irischen Clans;Irlandzkie Klany;Los Clanes Irlandeses;I Clan Irlandesi;Az ír klánok;Irské klany;Az ír klánok;De Ierse Clans;Os Clãs Irlandeses;Èğëàíäñêèå êëàíû;Irlannin klaanit;x
form_ireland_desc;From time immemorial, the Irishmen fighted among themselves, while succumbing against the troops from the other side of the sea. Now, the country shall unite.;Depuis des temps immémoriaux, les Irlandais se battaient entre eux, tout en succombant aux troupes de l'autre côté de la mer. Maintenant, le pays s'unira.;Seit undenklichen Zeiten kämpften die Iren untereinander, während sie gegen die Truppen von der anderen Seite des Meeres fielen. Jetzt soll das Land sich vereinigen.;Od niepamiêtnych czasów Irlandczycy walczyli miedzy sob¹, ulegaj¹c wojsku zza morza. Teraz kraj siê zjednoczy.;Desde tiempo inmemorial, los irlandeses lucharon entre ellos, mientras sucumbían contra las tropas del otro lado del mar. Ahora, el país se unirá.;Da tempo immemore, gli Irlandesi hanno combattuto fra di loro, mentre soccombevano alle truppe dall’altro lato del mare. Adesso, il paese sarà unito.;Idõrõl idõre az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Od nepamìti Irši bojovali mezi sebou, zatímco podléhali vojákùm z druhé strany moøe. Nyní se zemì sjednotí.;Idõrõl idõre az ír férfiak harcoltak egymás között, miközben a tenger túloldalán a csapatok ellen szenvedtek. Most az ország egyesül.;Van oudsher vochten de Ieren onder elkaar, terwijl ze bezweken tegen de troepen van de andere kant van de zee. Nu, het land zal zich verenigen.;Desde tempos imemoriais, os irlandeses despencaram entre si, enquanto sucumbiam contra as tropas do outro lado do mar. Agora, o país deve unir-se.;Ñ íåçàïàìÿòíûõ âğåìåí èğëàíäöû ñğàæàëèñü ìåæäó ñîáîé, óñòóïàÿ âîéñêàì ñ äğóãîé ñòîğîíû ìîğÿ. Òåïåğü ñòğàíà îáúåäèíèòñÿ.;Muinaikainen aika, irlantilaiset taistelivat keskenään samalla kun heidät joutuivat vastustamaan joukkojen toisella puolella merta. Nyt maa yhdistyy.;x
form_greece_title;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;Eleftheria i Thanatos!;İëåôòåğèÿ è Òàíàòîñ!;Eleftheria i Thanatos!;x
form_greece_desc;The glory of the Byzantines survived their fall. The peoples of Rome, now under the name of the Hellenes, have for centuries tried to unite to restore the ancient empire and to face the threats from the East and the North.;La gloire des Byzantins a survécu à leur chute. Les peuples de Rome, maintenant sous le nom des Hellens, ont essayé pendant des siècles de s'unir pour restaurer l'ancien empire et faire face aux menaces de l'Est et du Nord.;Der Ruhm der Byzantiner überlebte ihren Fall. Die Völker Roms, jetzt unter dem Namen der Hellenen, haben jahrhundertelang versucht, sich zu vereinen, um das alte Reich wiederherzustellen und den Bedrohungen aus dem Osten und dem Norden zu begegnen.;Chwa³a Bizantyjczyków przetrwa³a ich upadek. Narody Rzymu, obecnie pod nazwa Hellenek, przez wieki stara³y siê zjednoczyæ, aby przywróciæ dawne imperium i stawiæ czo³a zagro¿eniom ze Wschodu i Pó³nocy.;La gloria de los bizantinos sobrevivió a su caída. Los pueblos de Roma, ahora bajo el nombre de los helenos, han intentado durante siglos unirse para restaurar el antiguo imperio y enfrentar las amenazas del este y del norte.;La gloria dei Bizantini è sopravvissuta alla loro caduta. I popoli di Roma, ora sotto il nome di Elleni, hanno per secoli tentato di ricostruire l’antico impero e combattere le minacce dell’Est e del Nord.;A bizánciak dicsõsége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;Slavnost byzantù pøeila jejich pád. Øímské národy, nyní pod jménem Heléncù, se po staletí pokoušely sjednotit obnovení staré øíše a celit hrozbám z vıchodu a severu.;A bizánciak dicsõsége túlélte a bukását. A rómaiak, a hellének néven évszázadok óta megpróbálták egyesülni az ókori birodalom helyreállítása és a keleti és északi fenyegetésekkel szembenézni.;De glorie van de Byzantijnen overleefde hun val. De volkeren van Rome, nu onder de naam van de Hellenen, proberen al eeuwenlang zich te verenigen om het oude rijk te herstellen en de dreigementen van het Oosten en het Noorden onder ogen te zien.;A glória dos bizantinos sobreviveu à sua queda. Os povos de Roma, agora sob o nome dos helenos, há séculos tentaram se unir para restaurar o antigo império e enfrentar as ameaças do Oriente e do Norte.;Ñëàâà âèçàíòèéöåâ ïåğåæèëà èõ ïàäåíèå. Íàğîäû Ğèìà, íûíå ïîä èìåíåì ıëëèíîâ, íà ïğîòÿæåíèè âåêîâ ïûòàëèñü îáúåäèíèòüñÿ, ÷òîáû âîññòàíîâèòü äğåâíşş èìïåğèş è ñòîëêíóòüñÿ ñ óãğîçàìè ñ Âîñòîêà è Ñåâåğà.;Bysanttilain kirkkaus selviytyi niiden laskuun. Rooman kansat, jotka nyt ovat Hellenien nimissä, ovat vuosisatojen ajan yrittäneet yhdistyä muinaisen valtakunnan palauttamiseksi ja isän ja pohjoisen uhkien kohtaamiseksi.;x
